,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svm__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,1.530940008163452,0.016125399298314334,0.07182621955871582,0.028762855653474906,0.7,{'svm__C': 0.7},0.94,0.93,0.9366666666666666,0.9433333333333334,0.94,0.938,0.004521553322083492,4,0.9425,0.9483333333333334,0.9483333333333334,0.9441666666666667,0.9483333333333334,0.9463333333333335,0.0025055493963954895
1,1.54290828704834,0.03243814769741782,0.0684119701385498,0.022820144143150898,0.8,{'svm__C': 0.8},0.9433333333333334,0.93,0.9366666666666666,0.9433333333333334,0.93,0.9366666666666668,0.005962847939999428,6,0.9441666666666667,0.95,0.9466666666666667,0.9475,0.9475,0.9471666666666666,0.0018708286933869446
2,1.5233669757843018,0.013530834840430588,0.06750373840332032,0.022667281711813314,0.9,{'svm__C': 0.9},0.9433333333333334,0.9333333333333333,0.9333333333333333,0.9466666666666667,0.9266666666666666,0.9366666666666668,0.007302967433402221,6,0.9441666666666667,0.9491666666666667,0.9466666666666667,0.9491666666666667,0.945,0.9468333333333334,0.002068278940998495
3,1.51816987991333,0.021576475357745165,0.07908773422241211,0.024711150705578437,0.95,{'svm__C': 0.95},0.94,0.9366666666666666,0.9366666666666666,0.9466666666666667,0.93,0.938,0.0054160256030906205,4,0.9458333333333333,0.9475,0.9458333333333333,0.9475,0.945,0.9463333333333332,0.001000000000000023
4,1.5514575004577638,0.009517270768096591,0.0675887107849121,0.024239713216582085,1,{'svm__C': 1},0.94,0.94,0.9366666666666666,0.9466666666666667,0.9333333333333333,0.9393333333333332,0.004422166387140525,3,0.9458333333333333,0.95,0.9466666666666667,0.9475,0.9466666666666667,0.9473333333333332,0.0014337208778404296
5,1.5504828453063966,0.03330337639605867,0.0714080810546875,0.016802359948269622,1.1,{'svm__C': 1.1},0.9433333333333334,0.94,0.94,0.9466666666666667,0.9366666666666666,0.9413333333333334,0.003399346342395203,1,0.945,0.9525,0.9466666666666667,0.9491666666666667,0.95,0.9486666666666667,0.0026140645235597035
6,1.5488345623016357,0.029096449115382294,0.07205381393432617,0.020793194137347627,1.2,{'svm__C': 1.2},0.9433333333333334,0.9366666666666666,0.9433333333333334,0.9433333333333334,0.9366666666666666,0.9406666666666667,0.003265986323710925,2,0.9475,0.9541666666666667,0.9466666666666667,0.9525,0.9483333333333334,0.9498333333333335,0.0029533408577782404
